formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
5	C45H62O4	[M - H4O2 + H]+	C45H59O2+	Terpenoids	0.999	Triterpenoids	0.997	Ursane and Taraxastane triterpenoids	0.548	Lipids and lipid-like molecules	0.994	Prenol lipids	0.973	Triterpenoids	0.919			Triterpenoids	0.919	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	631.447	503	592791148802527648	592789506300426611	1648
1	C42H70N2O4	[M - H4O2 + H]+	C42H67N2O2+	Fatty acids	0.990	Spingolipids	0.884	Ceramides	0.759	Lipids and lipid-like molecules	0.972	Sphingolipids	0.776	Ceramides	0.860			Ceramides	0.860	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	631.520	523	592791252808685500	592789506359146872	1649
2	C28H30N6O7S	[M + K]+	C28H30KN6O7S+	Amino acids and Peptides	0.935	Oligopeptides	0.895	Cyclamides	0.584	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.983	Amino acids, peptides, and analogues	0.834	Amino acids and derivatives	0.826	N-acyl-alpha amino acids and derivatives	0.629	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	633.150	697	592793955932778253	592789506417867133	1650
2	C30H42O12	[M + K]+	C30H42KO12+	Polyketides	0.613	Triterpenoids	0.450	Depsides and depsidones	0.274	Benzenoids	0.546							Benzenoids	0.546	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	633.234	718	592793368591804274	592789506476587394	1651
1	C34H63N5O8	[M - H4O2 + H]+	C34H60N5O6+	Amino acids and Peptides	0.931	Oligopeptides	0.974	Linear peptides	0.363	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.914	Amino acids and derivatives	0.899	N-acyl-alpha amino acids and derivatives	0.562	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	634.453	653	592792427842965146	592789506531113351	1652
1	C35H40O12	[M - H2O + H]+	C35H39O11+	Polyketides	0.572	Triterpenoids	0.536	Depsides and depsidones	0.486	Benzenoids	0.741							Benzenoids	0.741	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	635.250	678	592792962084052895	592789506589833612	1653
4	C38H51NO6	[M + H3N + H]+	C38H55N2O6+	Alkaloids	0.214	Pseudoalkaloids (transamidation)	0.530	Cytochalasan alkaloids	0.485	Lipids and lipid-like molecules	0.636							Lipids and lipid-like molecules	0.636	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	635.405	418	592790813337894448	592789506644359569	1654
3	C37H61N7O2	[M + H]+	C37H62N7O2+	Alkaloids	0.686	Pseudoalkaloids (transamidation)	0.736	Steroidal alkaloids	0.226	Lipids and lipid-like molecules	0.827	Steroids and steroid derivatives	0.774					Steroids and steroid derivatives	0.774	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	636.499	657	592792388181626113	592789506698885526	1655
4	C38H66O6	[M + H3N + H]+	C38H70NO6+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.981	Lipids and lipid-like molecules	0.994	Glycerolipids	0.994	Diradylglycerols	0.812	Diacylglycerols	0.837	1,2-diacylglycerols	0.873	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	636.520	659	592792403012685303	592789506757605787	1656
4	C33H42O11	[M + Na]+	C33H42NaO11+	Polyketides	0.880	Meroterpenoids	0.369	Depsides and depsidones	0.620	Benzenoids	0.932	Naphthalenes	0.530					Naphthalenes	0.530	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Ketones; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	637.265	675	592792601608787529	592789506820520352	1657
1	C30H37N3O10	[M + K]+	C30H37KN3O10+	Amino acids and Peptides	0.862	Macrolides	0.434	Antimycins	0.085	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.823	Amino acids and derivatives	0.816	N-acyl-alpha amino acids and derivatives	0.521	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	638.216	737	592793586452344123	592789506875046309	1658
1	C38H68O6	[M + H3N + H]+	C38H72NO6+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.987	Lipids and lipid-like molecules	0.991	Glycerolipids	0.991	Diradylglycerols	0.872	Diacylglycerols	0.900	1,2-diacylglycerols	0.905	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Secondary alcohols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	638.536	660	592792480695390544	592789506929572266	1659
7	C33H44O11	[M + Na]+	C33H44NaO11+	Polyketides	0.646	Triterpenoids	0.292	Tetraketide meroterpenoids	0.492	Benzenoids	0.637							Benzenoids	0.637	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	639.281	681	592793079528760459	592789506988292527	1660
2	C33H44O11	[M + Na]+	C33H44NaO11+	Polyketides	0.847	Meroterpenoids	0.322	Tetraketide meroterpenoids	0.559	Benzenoids	0.607							Benzenoids	0.607	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	639.282	686	592792982363512967	592789507042818484	1661
1	C38H75NO7	[M - H2O + H]+	C38H74NO6+	Fatty acids	1.000	Fatty esters	0.996	Fatty acyl carnitines	0.999	Lipids and lipid-like molecules	0.994	Fatty Acyls	0.994	Fatty acid esters	0.960	Acyl carnitines	0.925	Acyl carnitines	0.925	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	640.551	662	592792727681178242	592789507097344441	1662
1	C30H50O12	[M + K]+	C30H50KO12+	Polyketides	0.631	Triterpenoids	0.335	Ansa macrolides	0.262	Lipids and lipid-like molecules	0.683	Prenol lipids	0.520					Prenol lipids	0.520	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	641.297	587	592791820147028159	592789507156064702	1663
4	C40H58O5	[M + Na]+	C40H58NaO5+	Terpenoids	1.000	Carotenoids (C40)	0.998	Carotenoids (C40, β-β)	0.789	Lipids and lipid-like molecules	0.980	Prenol lipids	0.992	Tetraterpenoids	0.947	Carotenoids	0.925	Xanthophylls	0.931	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Acryloyl compounds; Organooxygen compounds; Dialkyl ethers; Carotenoids; Enones; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	641.420	690	592793244910167765	592789507210590659	1664
1	C38H61NO8	[M - H2O + H]+	C38H60NO7+	Polyketides	0.683	Macrolides	0.916	Open-chain polyketides	0.551	Phenylpropanoids and polyketides	0.381	Macrolides and analogues	0.618					Macrolides and analogues	0.618	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	642.436	626	592791936492829029	592789507269310920	1665
1	C38H61NO8	[M - H2O + H]+	C38H60NO7+	Fatty acids	0.862	Spingolipids	0.673	Neutral glycosphingolipids	0.423	Lipids and lipid-like molecules	0.903	Fatty Acyls	0.802	Fatty amides	0.537	N-acyl amines	0.516	N-acyl amines	0.516	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	642.436	625	592791912979560235	592789507323836877	1666
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.435	Steroids	0.110	Open-chain polyketides	0.056	Lipids and lipid-like molecules	0.887	Steroids and steroid derivatives	0.542					Steroids and steroid derivatives	0.542	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	600	592791834915173052	592789507382557138	1667
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.713	Fatty amides	0.180	N-acyl amines	0.048	Lipids and lipid-like molecules	0.927	Steroids and steroid derivatives	0.523					Steroids and steroid derivatives	0.523	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	600	592791764165651958	592789507437083095	1668
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.447	Steroids	0.112	Open-chain polyketides	0.054	Lipids and lipid-like molecules	0.891	Steroids and steroid derivatives	0.547					Steroids and steroid derivatives	0.547	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.518	563	592791721647991895	592789507495803356	1669
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.722	Fatty amides	0.095	Lipopeptides	0.042	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.580	Amino acids and derivatives	0.574	Amino acids and derivatives	0.574	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	550	592791519243461508	592789507554523617	1670
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.506	Steroids	0.202	Open-chain polyketides	0.042	Lipids and lipid-like molecules	0.925	Steroids and steroid derivatives	0.634					Steroids and steroid derivatives	0.634	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	621	592792083356385378	592789507613243878	1671
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.508	Steroids	0.192	Open-chain polyketides	0.044	Lipids and lipid-like molecules	0.924	Steroids and steroid derivatives	0.621					Steroids and steroid derivatives	0.621	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	621	592791943807695366	592789507667769835	1672
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.713	Fatty amides	0.173	N-acyl amines	0.045	Lipids and lipid-like molecules	0.927	Steroids and steroid derivatives	0.516					Steroids and steroid derivatives	0.516	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.518	563	592791623249618928	592789507726490096	1673
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.699	Fatty amides	0.179	N-acyl amines	0.045	Lipids and lipid-like molecules	0.925	Steroids and steroid derivatives	0.501					Steroids and steroid derivatives	0.501	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	653	592792468083118154	592789507793598965	1674
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.482	Steroids	0.101	Open-chain polyketides	0.056	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.593	Amino acids and derivatives	0.586	Amino acids and derivatives	0.586	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	639	592792130798158601	592789507860707834	1675
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.562	Fatty amides	0.107	Open-chain polyketides	0.028	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.992	Amino acids, peptides, and analogues	0.703	Amino acids and derivatives	0.697	Alpha amino acids and derivatives	0.533	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	542	592791479577928187	592789507927816703	1676
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.529	Steroids	0.173	Open-chain polyketides	0.047	Lipids and lipid-like molecules	0.919	Steroids and steroid derivatives	0.590					Steroids and steroid derivatives	0.590	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	643	592792119754556001	592789507986536964	1677
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.522	Steroids	0.176	Open-chain polyketides	0.047	Lipids and lipid-like molecules	0.920	Steroids and steroid derivatives	0.598					Steroids and steroid derivatives	0.598	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	609	592791868259890310	592789508045257225	1678
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.516	Steroids	0.214	Open-chain polyketides	0.041	Lipids and lipid-like molecules	0.928	Steroids and steroid derivatives	0.641					Steroids and steroid derivatives	0.641	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	580	592791715805326349	592789508099783182	1679
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.453	Steroids	0.113	Open-chain polyketides	0.056	Lipids and lipid-like molecules	0.891	Steroids and steroid derivatives	0.541					Steroids and steroid derivatives	0.541	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	578	592791673484798472	592789508158503443	1680
1	C38H63N3O4	[M + H3N + H]+	C38H67N4O4+	Fatty acids	0.507	Steroids	0.174	Open-chain polyketides	0.047	Lipids and lipid-like molecules	0.917	Steroids and steroid derivatives	0.604					Steroids and steroid derivatives	0.604	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	643.517	639	592792155125122225	592789508217223704	1681
