Site,xcoord,ycoord,Hab_Status,Shape_Area
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,37800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,52200
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,16200
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,11700
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,5400
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,7200
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,23400
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,23400
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,9000
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,13500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,6300
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,49500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,7200
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,8100
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,4500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,1800
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,5400
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,8100
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,8100
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,48600
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,2700
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,4500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,2700
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,6300
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,7200
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,1800
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,10800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,8100
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,5400
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,7200
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,9900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,4500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,4500
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,4500
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,4500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,212400
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,14400
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,9900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,6300
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,7200
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,23400
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,6300
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,4500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,19800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,5400
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,33300
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,1800
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,9900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,4500
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,8100
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,19800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,4500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,6300
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,2700
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,1800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,7200
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,7200
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,900
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,4500
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,900
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,6300
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,3600
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,5400
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,118800
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,6300
WM-01,-156.446610605955,20.7069946405803,Bare < 5% plant cover,26100
WM-01,-156.446610605955,20.7069946405803,Heavily Disturbed,248400
WM-01,-156.446610605955,20.7069946405803,Native / Alien Mix,20910600
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,9900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,2700
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,2700
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,5400
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,6300
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,9900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,4500
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,2700
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,3600
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,3600
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,24300
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,2700
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,5400
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,3600
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,5400
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,6300
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,8100
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,4500
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,6300
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,3600
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,4500
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,4500
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,6300
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,4500
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,2700
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,23400
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,5400
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,2700
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,3600
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,2700
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,91800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,3600
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,2700
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,8100
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,2700
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,5400
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,17100
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,24300
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,23400
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,3600
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,1800
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,3600
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,44100
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,5400
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,1800
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,900
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,4500
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,10800
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,9000
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,2700
WM-03,-156.445993729282,20.643521277621,Bare < 5% plant cover,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,3600
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,3600
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,900
WM-03,-156.445993729282,20.643521277621,Heavily Disturbed,20700
WM-03,-156.445993729282,20.643521277621,Native / Alien Mix,24300
