formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C50H70O4	[M + H3N + H]+	C50H74NO4+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.872	Lipids and lipid-like molecules	0.997	Glycerolipids	0.999	Diradylglycerols	0.505	Diacylglycerols	0.593	Diacylglycerols	0.593	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	752.559	620	592791904456734390	592789518338080113	1853
1	C50H70O4	[M + H3N + H]+	C50H74NO4+	Fatty acids	1.000	Glycerolipids	1.000	Diacylglycerols	0.975	Lipids and lipid-like molecules	0.997	Glycerolipids	0.998	Diradylglycerols	0.854	Diacylglycerols	0.894	1,2-diacylglycerols	0.789	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	752.559	643	592792238533052674	592789518392606070	1854
1	C50H70O4	[M + H3N + H]+	C50H74NO4+	Fatty acids	0.994	Glycerolipids	0.999	Diacylglycerols	0.892	Lipids and lipid-like molecules	0.995	Glycerolipids	0.989	Diradylglycerols	0.620	Diacylglycerols	0.633	1,2-diacylglycerols	0.520	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	752.558	778	592793409364633804	592789518447132027	1855
1	C50H70O4	[M + H3N + H]+	C50H74NO4+	Fatty acids	0.998	Glycerolipids	0.999	Diacylglycerols	0.936	Lipids and lipid-like molecules	0.996	Glycerolipids	0.994	Diradylglycerols	0.762	Diacylglycerols	0.806	1,2-diacylglycerols	0.682	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	752.559	653	592792472113844358	592789518501657984	1856
1	C43H74O9	[M + H3N + H]+	C43H78NO9+	Terpenoids	0.943	Triterpenoids	0.916	Dammarane and Protostane triterpenoids	0.580	Lipids and lipid-like molecules	0.991	Prenol lipids	0.937	Triterpenoids	0.848			Triterpenoids	0.848	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Primary alcohols; Organooxygen compounds; Hydroxysteroids; Monosaccharides; Triterpenoids; Acetals; Secondary alcohols; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	752.567	667	592792694088997302	592789518560378245	1857
1	C42H83NO8	[M + Na]+	C42H83NNaO8+	Fatty acids	1.000	Glycerolipids	0.965	Diacylglycerols	0.063	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.939	Amino acids and derivatives	0.939	Amino acids and derivatives	0.939	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	752.596	779	592793786038300266	592789518614904202	1858
1	C44H81NO8	[M + H]+	C44H82NO8+	Fatty acids	0.965	Spingolipids	0.877	Neutral glycosphingolipids	0.700	Lipids and lipid-like molecules	0.953	Fatty Acyls	0.902	Fatty amides	0.736	N-acyl amines	0.751	N-acyl amines	0.751	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	752.602	669	592792652963846095	592789518673624463	1859
1	C46H77NO8	[M - H2O + H]+	C46H76NO7+	Polyketides	0.529	Linear polyketides	0.679	Open-chain polyketides	0.608	Lipids and lipid-like molecules	0.696	Fatty Acyls	0.553					Fatty Acyls	0.553	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	754.562	691	592792997978907019	592789518728150420	1860
1	C41H82NO7P	[M + Na]+	C41H82NNaO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.998	Lipids and lipid-like molecules	0.995	Glycerophospholipids	0.996	Glycerophosphoethanolamines	0.985	1-(1Z-alkenyl),2-acylglycerophosphoethanolamines	0.795	1-(1Z-alkenyl),2-acylglycerophosphoethanolamines	0.795	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Glycerol ethers; Amines; Primary amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; 1-alkyl,2-acylglycerophosphoethanolamines; 1-(1Z-alkenyl),2-acylglycerophosphoethanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	754.573	779	592793803398524661	592789518782676377	1861
1	C44H80O8	[M + H3N + H]+	C44H84NO8+	Fatty acids	0.999	Glycerolipids	1.000	Triacylglycerols	0.999	Lipids and lipid-like molecules	0.959	Glycerolipids	0.997	Triradylcglycerols	0.993	Triacylglycerols	0.990	Triacylglycerols	0.990	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Triacylglycerols; Carboxylic acid esters; Carbonyl compounds; Tricarboxylic acids and derivatives; Triradylcglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	754.619	672	592792591823476191	592789518837202334	1862
1	C34H41NO17	[M + Na]+	C34H41NNaO17+	Carbohydrates	0.652	Aminosugars and aminoglycosides	0.323	Simple coumarins	0.190	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.987	Glycosyl compounds	0.964	O-glycosyl compounds	0.965	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Aminosaccharides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	758.222	765	592793497843477518	592789518891728291	1863
1	C41H81N3O10	[M - H2O + H]+	C41H80N3O9+	Fatty acids	0.241	Linear polyketides	0.318	Open-chain polyketides	0.615	Lipids and lipid-like molecules	0.944	Fatty Acyls	0.779	Fatty amides	0.738	N-acyl amines	0.735	N-acyl amines	0.735	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Cyclic alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	758.593	664	592792567261631648	592789518946254248	1864
1	C46H79NO7	[M + H]+	C46H80NO7+	Fatty acids	0.999	Glycerolipids	0.716	Neutral glycosphingolipids	0.535	Lipids and lipid-like molecules	0.943	Fatty Acyls	0.937	Fatty acid esters	0.837			Fatty acid esters	0.837	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	758.593	728	592793499277929524	592789519000780205	1865
1	C41H81N3O10	[M - H2O + H]+	C41H80N3O9+	Fatty acids	0.985	Spingolipids	0.390	N-acyl amines	0.378	Lipids and lipid-like molecules	0.992	Fatty Acyls	0.989	Fatty amides	0.912	N-acyl amines	0.914	N-acyl amines	0.914	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	758.593	738	592793429132388685	592789519055306162	1866
1	C40H64O12	[M + Na]+	C40H64NaO12+	Polyketides	0.993	Macrolides	0.714	Polyene macrolides	0.619	Phenylpropanoids and polyketides	0.342	Macrolides and analogues	0.511					Macrolides and analogues	0.511	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	759.429	677	592792965707931582	592789519114026423	1867
1	C29H43N3O16S	[M + K]+	C29H43KN3O16S+	Carbohydrates	0.913	Aminosugars and aminoglycosides	0.813	Aminosugars	0.471	Lipids and lipid-like molecules	0.757	Fatty Acyls	0.710	Fatty amides	0.566	N-acyl amines	0.520	N-acyl amines	0.520	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Sulfenyl compounds; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	760.201	698	592793095077045452	592789519168552380	1868
1	C46H83NO8	[M - H2O + H]+	C46H82NO7+	Fatty acids	1.000	Spingolipids	0.820	Ceramides	0.822	Lipids and lipid-like molecules	0.996	Fatty Acyls	0.995	Fatty amides	0.920	N-acyl amines	0.963	N-acyl amines	0.963	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	760.608	667	592792850926607562	592789519223078337	1869
1	C46H83NO8	[M - H2O + H]+	C46H82NO7+	Fatty acids	1.000	Spingolipids	0.818	Ceramides	0.818	Lipids and lipid-like molecules	0.996	Fatty Acyls	0.994	Fatty amides	0.922	N-acyl amines	0.959	N-acyl amines	0.959	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	760.609	767	592793450523339281	592789519281798598	1870
1	C46H83NO8	[M - H2O + H]+	C46H82NO7+	Fatty acids	1.000	Spingolipids	0.593	Ceramides	0.186	Lipids and lipid-like molecules	0.987	Fatty Acyls	0.985	Fatty amides	0.757	N-acyl amines	0.842	N-acyl amines	0.842	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	760.609	768	592793411591809294	592789519336324555	1871
1	C45H87NO6	[M + Na]+	C45H87NNaO6+	Fatty acids	1.000	Fatty esters	0.999	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.986	Fatty Acyls	0.990	Fatty acid esters	0.985	Acyl carnitines	0.938	Acyl carnitines	0.938	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	760.645	667	592792613772269168	592789519395044816	1872
1	C43H68O10	[M + H3N + H]+	C43H72NO10+	Fatty acids	0.824	Glycerolipids	0.899	Glycosyldiacylglycerols	0.256	Lipids and lipid-like molecules	0.971	Glycerolipids	0.861	Glycosylglycerols	0.813			Glycosylglycerols	0.813	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	762.516	705	592793065637225468	592789519453765077	1873
1	C43H81NO8	[M + Na]+	C43H81NNaO8+	Fatty acids	0.948	Fatty amides	0.296	N-acyl amines	0.190	Lipids and lipid-like molecules	0.962	Fatty Acyls	0.961	Fatty amides	0.843	N-acyl amines	0.832	N-acyl amines	0.832	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	762.588	699	592793217462642331	592789519512485338	1874
1	C40H66N2O10S2	[M - H4O2 + H]+	C40H63N2O8S2+	Amino acids and Peptides	0.457	Macrolides	0.580	Open-chain polyketides	0.214	Organoheterocyclic compounds	0.869	Biotin and derivatives	0.512					Biotin and derivatives	0.512	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Thiazoles; Ketones; Alcohols and polyols; Biotin and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; 2,4-disubstituted thiazoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	763.402	445	592790892337611253	592789519567011295	1875
1	C50H71NO6	[M - H2O + H]+	C50H70NO5+	Fatty acids	0.994	Spingolipids	0.569	Neutral glycosphingolipids	0.215	Lipids and lipid-like molecules	0.904	Glycerolipids	0.571					Glycerolipids	0.571	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	764.531	724	592793460338010737	592789519629925860	1876
1	C37H77N5O13	[M - H4O2 + H]+	C37H74N5O11+	Amino acids and Peptides	0.809	Oligopeptides	0.721	Linear peptides	0.697	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.988	Amino acids, peptides, and analogues	0.878	Peptides	0.657	Peptides	0.657	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	764.538	765	592793487064116187	592789519692840425	1877
1	C46H87NO8	[M - H2O + H]+	C46H86NO7+	Fatty acids	1.000	Spingolipids	1.000	Neutral glycosphingolipids	0.951	Lipids and lipid-like molecules	0.995	Sphingolipids	0.962	Glycosphingolipids	0.720	Neutral glycosphingolipids	0.666	Glycosyl-N-acylsphingosines	0.658	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Ceramides; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Alkyl glycosides; Polyols; Glycosphingolipids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	764.640	727	592793500045487179	592789519759949294	1878
1	C40H73N5O10	[M - H2O + H]+	C40H72N5O9+	Amino acids and Peptides	0.741	Oligopeptides	0.962	Cyclic peptides	0.377	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.874	Peptides	0.564	Peptides	0.564	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	766.532	649	592792309995604905	592789519818669555	1879
1	C41H77NO10	[M + Na]+	C41H77NNaO10+	Fatty acids	1.000	Glycerolipids	0.987	Neutral glycosphingolipids	0.435	Lipids and lipid-like molecules	0.995	Glycerolipids	0.968	Glycosylglycerols	0.539			Glycosylglycerols	0.539	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	766.547	734	592793383892625342	592789519885778424	1880
1	C41H77NO10	[M + Na]+	C41H77NNaO10+	Fatty acids	1.000	Spingolipids	0.997	Neutral glycosphingolipids	0.995	Lipids and lipid-like molecules	0.980	Sphingolipids	0.814	Glycosphingolipids	0.918	Neutral glycosphingolipids	0.603	Glycosyl-N-acylsphingosines	0.589	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Neutral glycosphingolipids; Simple glycosylceramides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	766.547	744	592793462984616625	592789519944498685	1881
1	C44H80NO7P	[M + H]+	C44H81NO7P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphocholines	0.993	Lipids and lipid-like molecules	0.987	Glycerophospholipids	0.995	Glycerophosphocholines	0.972	1-(1Z-alkenyl),2-acyl-glycerophosphocholines	0.552	1-(1Z-alkenyl),2-acyl-glycerophosphocholines	0.552	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Glycerol ethers; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; 1-(1Z-alkenyl),2-acyl-glycerophosphocholines; 1-alkyl,2-acylglycero-3-phosphocholines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	766.574	747	592793475122932571	592789520003218946	1882
1	C44H80NO7P	[M + H]+	C44H81NO7P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphocholines	0.995	Lipids and lipid-like molecules	0.983	Glycerophospholipids	0.995	Glycerophosphocholines	0.976	1-(1Z-alkenyl),2-acyl-glycerophosphocholines	0.528	1-(1Z-alkenyl),2-acyl-glycerophosphocholines	0.528	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Glycerol ethers; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; 1-(1Z-alkenyl),2-acyl-glycerophosphocholines; 1-alkyl,2-acylglycero-3-phosphocholines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	766.574	747	592793399751288865	592789520061939207	1883
